run_id,case_id,model,tool_config,context_lines,tier,trial,status,elapsed_s,exit_code,root_cause,local_fix,global_fix,judge_status,judge_model,mut_input_tokens,mut_output_tokens,num_tool_calls,tool_frequency_json,total_code_length
crashbench-abo7__tier4__sonnet__tier4_claude_code__ctx10__t1,crashbench-abo7,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo8__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,crashbench-abo8,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,timeout,295.31,-1,,,,,,0,0,0,,0
crashbench-abo8__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,crashbench-abo8,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,10.853,0,,,,,,3609,353,2,"{""ls"": 1, ""echo"": 1}",0
crashbench-abo8__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,crashbench-abo8,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,11.832,0,,,,,,1879,706,2,"{""cat"": 1, ""echo"": 1}",0
crashbench-abo8__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,crashbench-abo8,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,60.269,0,,,,,,15649,2137,5,"{""set"": 1, ""printf"": 2, ""gdb"": 1, ""echo"": 1}",0
crashbench-abo8__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,crashbench-abo8,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,12.873,0,,,,,,10422,695,4,"{""ls"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
crashbench-abo8__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo8,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,timeout,296.596,-1,,,,,,0,0,0,,0
crashbench-abo8__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo8,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,15.384,0,,,,,,5816,411,3,"{""nl"": 1, ""run"": 1, ""echo"": 1}",0
crashbench-abo8__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo8,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,296.935,-1,,,,,,0,0,0,,0
crashbench-abo8__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo8,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,37.739,0,,,,,,17303,1377,6,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""grep"": 1, ""echo"": 1}",0
crashbench-abo8__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo8,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,17.782,0,,,,,,11965,910,4,"{""nl"": 1, ""run"": 2, ""echo"": 1}",0
crashbench-abo8__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,crashbench-abo8,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,37.35,0,,,,,,4104,66,11,"{""backtrace"": 1, ""info"": 3, ""file"": 1, ""list"": 2, ""code"": 2, ""shell"": 1, ""run"": 1}",0
crashbench-abo8__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,crashbench-abo8,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,29.877,0,,,,,,2843,485,21,"{""run"": 6, ""start"": 2, ""breakpoint"": 1, ""gdb"": 1, ""break"": 3, ""list"": 3, ""code"": 1, ""b"": 1, ""help"": 1, ""r"": 1, ""tbreak"": 1}",115
crashbench-abo8__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,crashbench-abo8,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,192.538,0,,,,,,1747,23833,4,"{""bt"": 1, ""code"": 2, ""info"": 1}",1187
crashbench-abo8__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,crashbench-abo8,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,62.404,0,,,,,,5964,1335,14,"{""bt"": 1, ""info"": 4, ""pwd"": 1, ""run"": 1, ""code"": 2, ""list"": 2, ""p"": 1, ""disassemble"": 1, ""ptype"": 1}",974
crashbench-abo8__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,crashbench-abo8,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,15.057,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,1417,21,7,"{""info"": 4, ""bt"": 1, ""run"": 1, ""file"": 1}",0
crashbench-abo8__tier4__haiku__tier4_claude_code__ctx10__t1,crashbench-abo8,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo8__tier4__sonnet__tier4_claude_code__ctx10__t1,crashbench-abo8,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,46.329,0,,,,,,28965,1856,8,"{""ls"": 1, ""cat"": 2, ""prog"": 1, ""gdb"": 1, ""echo"": 3}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,13.21,0,,,,,,8076,777,3,"{""ls"": 1, ""echo"": 2}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,23.301,0,,,,,,718,1970,1,"{""echo"": 1}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,28.719,0,,,,,,8127,1229,5,"{""ls"": 1, ""prog;"": 1, ""gdb"": 1, ""cat"": 1, ""echo"": 1}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,23.511,0,,,,,,16784,529,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,timeout,297.013,-1,,,,,,0,0,0,,0
juliet-cwe121-char-type-overrun-memcpy-01__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,13.066,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,10572,87,4,"{""nl"": 1, ""run"": 1, ""frame"": 1, ""echo"": 1}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,297.756,-1,,,,,,0,0,0,,0
juliet-cwe121-char-type-overrun-memcpy-01__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,202.38,0,,,,,,15483,1406,6,"{""nl"": 1, ""run"": 1, ""frame"": 1, ""break"": 1, ""y"": 1, ""echo"": 1}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,timeout,293.808,-1,,,,,,0,0,0,,0
juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,41.537,0,,,,,,6584,56,16,"{""info"": 2, ""bt"": 1, ""code"": 5, ""p"": 3, ""p/x"": 1, ""frame"": 1, ""x/32bx"": 1, ""print"": 2}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,17.726,0,,,,,,3007,694,10,"{""code"": 8, ""start"": 1, ""run"": 1}",393
juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,71.867,0,,,,,,3010,2958,3,"{""code"": 2, ""info"": 1}",1727
juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,65.602,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,10,"{""code"": 10}",0
juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,27.336,0,,,,,,3090,1133,15,"{""code"": 3, ""info"": 4, ""frame"": 3, ""print"": 2, ""x/s"": 1, ""disassemble"": 1, ""backtrace"": 1}",731
juliet-cwe121-char-type-overrun-memcpy-01__tier4__haiku__tier4_claude_code__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe121-char-type-overrun-memcpy-01__tier4__sonnet__tier4_claude_code__ctx10__t1,juliet-cwe121-char-type-overrun-memcpy-01,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,50.633,0,,,,,,36302,2295,9,"{""ls"": 1, ""cat"": 4, ""prog"": 1, ""gdb"": 1, ""find"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,12.015,0,,,,,,4213,525,2,"{""ls"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,13.717,0,,,,,,591,1072,1,"{""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,266.895,0,,,,,,12816,1597,7,"{""ls"": 1, ""prog;"": 1, ""nl"": 1, ""gdb"": 1, ""file"": 1, ""cat"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,15.714,0,,,,,,12341,666,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,58.261,0,,,,,,57019,1864,12,"{""nl"": 1, ""run"": 1, ""bt"": 1, ""frame"": 1, ""python3"": 2, ""cat"": 2, ""print"": 2, ""delete"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,46.289,0,,,,,,27828,847,8,"{""nl"": 1, ""run"": 1, ""frame"": 3, ""echo"": 3}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,297.767,-1,,,,,,0,0,0,,0
juliet-cwe122-char-type-overrun-memcpy-01__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,31.99,0,,,,,,9273,1058,4,"{""nl"": 1, ""run"": 1, ""frame"": 1, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,60.646,0,,,,,,29537,643,9,"{""nl"": 1, ""run"": 1, ""frame"": 6, ""echo"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,76.188,0,,,,,,0,0,15,"{""info"": 3, ""x/8bx"": 1, ""frame"": 2, ""code"": 5, ""p"": 1, ""backtrace"": 1, ""shell"": 1, ""disassemble"": 1}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,53.507,0,,,,,,3407,576,15,"{""code"": 1, ""list"": 2, ""run"": 1, ""p"": 3, ""print"": 1, ""frame"": 4, ""info"": 1, ""bt"": 1, ""f"": 1}",488
juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,39.728,0,,,,,,2389,2399,1,"{""code"": 1}",2096
juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,44.754,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,4,"{""code"": 4}",0
juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,119.154,0,,,,,,8547,1345,42,"{""info"": 4, ""code"": 24, ""print"": 11, ""set"": 1, ""x/s"": 1, ""x/10x"": 1}",968
juliet-cwe122-char-type-overrun-memcpy-01__tier4__haiku__tier4_claude_code__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe122-char-type-overrun-memcpy-01__tier4__sonnet__tier4_claude_code__ctx10__t1,juliet-cwe122-char-type-overrun-memcpy-01,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe126-char-alloca-loop-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,252.477,0,,,,,,0,0,0,{},0
juliet-cwe126-char-alloca-loop-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,239.272,0,,,,,,9825,645,3,"{""ls"": 1, ""sed"": 1, ""echo"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,9.272,0,,,,,,591,834,1,"{""echo"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,30.766,0,,,,,,10146,1336,5,"{""ls"": 1, ""prog;"": 1, ""gdb"": 1, ""printf"": 1, ""echo"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,25.713,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,19632,127,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,260.832,0,,,,,,0,0,0,{},0
juliet-cwe126-char-alloca-loop-01__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,53.024,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,56835,691,10,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""#"": 4, ""echo"": 2}",0
juliet-cwe126-char-alloca-loop-01__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,297.115,-1,,,,,,0,0,0,,0
juliet-cwe126-char-alloca-loop-01__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,38.855,0,,,,,,24645,1358,6,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""grep"": 1, ""echo"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,timeout,296.095,-1,,,,,,0,0,0,,0
juliet-cwe126-char-alloca-loop-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,7.301,0,,,,,,0,0,0,{},0
juliet-cwe126-char-alloca-loop-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,56.394,0,,,,,,2161,528,13,"{""run"": 1, ""backtrace"": 1, ""info"": 1, ""where"": 1, ""list"": 7, ""code"": 1, ""shell"": 1}",138
juliet-cwe126-char-alloca-loop-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,254.31,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,8,"{""bt"": 1, ""info"": 2, ""code"": 5}",0
juliet-cwe126-char-alloca-loop-01__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,39.385,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,1,"{""bt"": 1}",0
juliet-cwe126-char-alloca-loop-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,juliet-cwe126-char-alloca-loop-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,26.716,0,,,,,,2139,763,7,"{""info"": 1, ""run"": 1, ""find"": 1, ""ls"": 1, ""code"": 3}",0
juliet-cwe126-char-alloca-loop-01__tier4__haiku__tier4_claude_code__ctx10__t1,juliet-cwe126-char-alloca-loop-01,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe126-char-alloca-loop-01__tier4__sonnet__tier4_claude_code__ctx10__t1,juliet-cwe126-char-alloca-loop-01,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe415-malloc-free-char-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,252.285,0,,,,,,0,0,0,{},0
juliet-cwe415-malloc-free-char-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,10.467,0,,,,,,6270,429,2,"{""ls"": 1, ""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,12.883,0,,,,,,591,1086,1,"{""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,26.103,0,,,,,,9780,1109,5,"{""ls"": 1, ""prog;"": 1, ""nl"": 1, ""gdb"": 1, ""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,timeout,296.628,-1,,,,,,0,0,0,,0
juliet-cwe415-malloc-free-char-01__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,254.803,0,,,,,,0,0,0,{},0
juliet-cwe415-malloc-free-char-01__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,12.218,0,,,,,,8154,235,3,"{""nl"": 1, ""run"": 1, ""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,ok,13.483,0,,,,,,9211,1016,3,"{""prog"": 1, ""nl"": 1, ""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,33.851,0,,,,,,12649,916,4,"{""nl"": 1, ""run"": 1, ""break"": 1, ""echo"": 1}",0
