suite,run_id,case_id,model,tool_config,context_lines,trial,status,elapsed_s,language,debugged_binary,valid_target,is_synthetic,n_tool_calls,tool_freq,tokens,prompt_tokens,completion_tokens,resp_len,has_recommendation_section,ends_with_questions,bug_category,bug_error_type,truth_file,truth_line,truth_function,file_mentioned,line_mentioned,func_mentioned,any_truth_file_mentioned,run_dir
nemotron-full,cppcheck-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,42.358,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1581.0,727.0,854.0,1566,True,False,,,checkleakautovar.cpp,930.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-20__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-20,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,34.951,c,/bin/bash,False,False,2,"{""backtrace"": 1, ""code"": 1}",2315.0,1370.0,945.0,3844,True,False,,,tokenize.cpp,3243.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-20__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-21__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-21,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,26.951,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1572.0,727.0,845.0,1555,True,False,,,clangimport.cpp,497.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-21__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-22__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-22,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,26.075,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1533.0,727.0,806.0,1391,True,False,,,checkuninitvar.cpp,1163.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-22__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-23__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-23,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,27.212,c,/bin/bash,False,False,1,"{""bt"": 1}",1978.0,963.0,1015.0,2341,True,False,,,checkleakautovar.cpp,743.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-23__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-24__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-24,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,38.135,c,/bin/bash,False,False,2,"{""bt"": 1, ""info"": 1}",4993.0,3743.0,1250.0,1348,True,False,,,forwardanalyzer.cpp,299.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-24__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-25__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-25,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,43.14,c,/bin/bash,False,False,1,"{""info"": 1}",2886.0,1609.0,1277.0,3191,True,False,,,valueflow.cpp,3068.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-25__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-26__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-26,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,47.986,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",2119.0,1458.0,661.0,2185,False,False,,,tokenlist.cpp,728.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-26__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-27__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-27,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,49.05,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",1865.0,1103.0,762.0,1820,False,False,,,valueflow.cpp,766.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-27__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-28__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-28,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,29.288,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1551.0,727.0,824.0,1456,True,False,,,checkautovariables.cpp,593.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-28__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-29__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-29,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,30.25,c,/bin/bash,False,False,1,"{""bt"": 1}",2424.0,1124.0,1300.0,3501,True,False,,,tokenize.cpp,10890.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-29__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,32.091,c,/bin/bash,False,False,1,"{""bt"": 1}",2517.0,1124.0,1393.0,3336,True,False,,,checkother.cpp,443.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-30__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-30,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,30.906,c,/bin/bash,False,False,1,"{""bt"": 1}",2165.0,806.0,1359.0,1566,True,False,,,astutils.cpp,1353.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-30__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-3,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,36.659,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",2027.0,1194.0,833.0,1955,True,False,,,forwardanalyzer.cpp,211.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-4,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,30.027,c,/bin/bash,False,False,1,"{""bt"": 1}",2366.0,1121.0,1245.0,2964,True,False,,,checkfunctions.cpp,338.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-6,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,32.904,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1657.0,727.0,930.0,2089,True,False,,,checkuninitvar.cpp,753.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-7,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,24.559,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1566.0,727.0,839.0,1531,True,False,,,tokenize.cpp,5037.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-8,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,26.641,c,/bin/bash,False,False,1,"{""bt"": 1}",2117.0,1122.0,995.0,2113,True,False,,,astutils.cpp,1578.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,dlt_daemon-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,dlt_daemon-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,28.574,c,./install/bin/dlt-receive,True,False,1,"{""backtrace"": 1}",1729.0,748.0,981.0,2098,True,False,,,dlt_common.c,404.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/dlt_daemon-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-10,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,45.141,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""info"": 1}",2579.0,1382.0,1197.0,1384,True,False,,,psdimage.cpp,199.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-11__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-11,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,33.979,c,/bin/sed,False,False,0,{},3014.0,664.0,2350.0,3125,True,False,,,iptc.cpp,439.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-11__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-12__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-12,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,40.925,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""info"": 1}",2193.0,789.0,1404.0,2037,True,False,,,pngchunk_int.cpp,653.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-12__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-13__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-13,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,42.967,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""where"": 1}",2581.0,790.0,1791.0,2688,True,False,,,jp2image.cpp,501.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-13__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-14__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-14,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,79.744,c,/bin/sed,False,False,3,"{""bt"": 1, ""info"": 1, ""code"": 1}",3636.0,2298.0,1338.0,4544,True,False,,,tiffimage_int.cpp,1695.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-14__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-15__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-15,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,52.221,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""info"": 1}",1418.0,1370.0,48.0,2200,True,False,,,easyaccess.cpp,175.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-15__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-16__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-16,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,38.61,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""where"": 1}",1854.0,790.0,1064.0,1419,True,False,,,exif.cpp,229.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-16__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-17__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-17,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,34.689,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""where"": 1}",1706.0,790.0,916.0,1172,True,False,,,value.cpp,913.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-17__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-18__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-18,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,41.957,c,/bin/sed,False,False,2,"{""bt"": 1, ""code"": 1}",2218.0,1191.0,1027.0,1729,True,False,,,tiffcomposite_int.cpp,1236.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-18__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-19__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-19,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,32.528,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""where"": 1}",1610.0,790.0,820.0,1336,True,False,,,tiffvisitor_int.cpp,1599.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-19__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,22.914,c,/bin/sed,False,False,1,"{""backtrace"": 1}",1342.0,728.0,614.0,683,False,False,,,jpgimage.cpp,637.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-20__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-20,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,30.164,c,/bin/sed,False,False,1,"{""bt"": 1}",2930.0,1317.0,1613.0,2092,True,False,,,exiv2.cpp,720.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-20__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,28.277,c,/bin/sed,False,False,1,"{""backtrace"": 1}",2058.0,728.0,1330.0,1431,True,False,,,crwimage_int.cpp,1254.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-3,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,27.088,c,/bin/sed,False,False,1,"{""backtrace"": 1}",1762.0,728.0,1034.0,1689,True,False,,,jp2image.cpp,656.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-4,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,37.248,c,/bin/sed,False,False,2,"{""bt"": 1, ""code"": 1}",2466.0,1339.0,1127.0,2693,True,False,,,nikonmn_int.cpp,370.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-5,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,37.826,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""info"": 1}",2181.0,1394.0,787.0,1441,True,False,,,jp2image.cpp,908.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-6,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,35.976,c,/bin/sed,False,False,2,"{""bt"": 1, ""code"": 1}",2621.0,1491.0,1130.0,3100,True,False,,,pngimage.cpp,33.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-7,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,31.004,c,/bin/sed,False,False,2,"{""backtrace"": 1, ""info"": 1}",2723.0,1387.0,1336.0,1198,True,False,,,crwimage_int.cpp,579.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-8,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,25.516,c,./build/bin/exiv2,True,False,2,"{""backtrace"": 1, ""info"": 1}",1602.0,774.0,828.0,1388,True,False,,,pngimage.cpp,469.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,exiv2-9__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,exiv2-9,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,36.785,c,/bin/sed,False,False,2,"{""info"": 1, ""code"": 1}",3116.0,1711.0,1405.0,1275,True,False,,,crwimage_int.cpp,281.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/exiv2-9__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,24.957,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1725.0,728.0,997.0,1805,True,False,,,chewingio.c,694.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,24.726,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1570.0,728.0,842.0,1145,True,False,,,chewingio.c,694.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-3,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,19.926,c,/usr/bin/bash,False,False,0,{},2022.0,664.0,1358.0,2358,True,False,,,chewingutil.c,591.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-4,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,25.967,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1573.0,728.0,845.0,1333,True,False,,,chewingio.c,1089.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-5,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,28.015,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1454.0,728.0,726.0,1020,False,False,,,chewingio.c,1728.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-6,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,22.201,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1546.0,728.0,818.0,1085,True,False,,,chewingutil.c,542.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-7,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,27.821,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1487.0,728.0,759.0,912,False,False,,,chewingutil.c,729.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,libchewing-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,libchewing-8,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,33.258,c,/usr/bin/bash,False,False,1,"{""backtrace"": 1}",1568.0,728.0,840.0,1225,True,False,,,chewingio.c,1383.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/libchewing-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
