/usr/bin/find: 'tests': No such file or directory
Function "_exit" not defined.
find: '/scratch/network/edoris': Permission denied
find: '/scratch/network/ee2591': Permission denied
find: '/scratch/network/fk6671': Permission denied
find: '/scratch/network/ee475': Permission denied
find: '/scratch/network/sl6558': Permission denied
find: '/scratch/network/ef8956': Permission denied
find: '/scratch/network/ef2830': Permission denied
find: '/scratch/network/efeibush': Permission denied
find: '/scratch/network/eflowers': Permission denied
find: '/scratch/network/efreelan': Permission denied
find: '/scratch/network/eftseng': Permission denied
find: '/scratch/network/egeunes': Permission denied
find: '/scratch/network/eb1870': Permission denied
find: '/scratch/network/ho0629': Permission denied
find: '/scratch/network/eh7657': Permission denied
find: '/scratch/network/eh9561': Permission denied
find: '/scratch/network/eham': Permission denied
find: '/scratch/network/ks3163': Permission denied
find: '/scratch/network/ss5038': Permission denied
find: '/scratch/network/einaraz': Permission denied
find: '/scratch/network/ds6743': Permission denied
find: '/scratch/network/ej6139': Permission denied
find: '/scratch/network/ab3716': Permission denied
find: '/scratch/network/xw0689': Permission denied
find: '/scratch/network/ekolmes': Permission denied
find: '/scratch/network/ekolemen': Permission denied
find: '/scratch/network/el2358': Permission denied
find: '/scratch/network/el23': Permission denied
find: '/scratch/network/el2731': Permission denied
find: '/scratch/network/el5267': Permission denied
find: '/scratch/network/el5872': Permission denied
find: '/scratch/network/ys6584': Permission denied
find: '/scratch/network/et5714': Permission denied
find: '/scratch/network/ad4048': Permission denied
find: '/scratch/network/eliotj': Permission denied
find: '/scratch/network/dh1249': Permission denied
find: '/scratch/network/dz7903': Permission denied
find: '/scratch/network/elmassry': Permission denied
find: '/scratch/network/em1715': Permission denied
find: '/scratch/network/cc5976': Permission denied
find: '/scratch/network/em55': Permission denied
find: '/scratch/network/hc3393': Permission denied
find: '/scratch/network/emilymc': Permission denied
find: '/scratch/network/mh6249': Permission denied
find: '/scratch/network/ya4811': Permission denied
find: '/scratch/network/emryan': Permission denied
find: '/scratch/network/enabieva': Permission denied
find: '/scratch/network/eo9231': Permission denied
find: '/scratch/network/eo8789': Permission denied
find: '/scratch/network/ep11': Permission denied
find: '/scratch/network/eparham': Permission denied
find: '/scratch/network/epiazza': Permission denied
find: '/scratch/network/er4138': Permission denied
find: '/scratch/network/ericmm': Permission denied
find: '/scratch/network/ericahn': Permission denied
find: '/scratch/network/es3227': Permission denied
find: '/scratch/network/tz4088': Permission denied
find: '/scratch/network/es6756': Permission denied
find: '/scratch/network/ep4874': Permission denied
find: '/scratch/network/es7899': Permission denied
find: '/scratch/network/yw0493': Permission denied
find: '/scratch/network/ib9076': Permission denied
find: '/scratch/network/as6369': Permission denied
find: '/scratch/network/et0328': Permission denied
find: '/scratch/network/etaggart': Permission denied
find: '/scratch/network/etawa': Permission denied
find: '/scratch/network/ethier': Permission denied
find: '/scratch/network/yl9605': Permission denied
find: '/scratch/network/jl7870': Permission denied
find: '/scratch/network/eu2915': Permission denied
find: '/scratch/network/mh6632': Permission denied
find: '/scratch/network/gs0625': Permission denied
find: '/scratch/network/ev1905': Permission denied
find: '/scratch/network/ev4742': Permission denied
find: '/scratch/network/ev9102': Permission denied
find: '/scratch/network/agaonkar': Permission denied
find: '/scratch/network/ew0974': Permission denied
find: '/scratch/network/ewalters': Permission denied
find: '/scratch/network/ewh3': Permission denied
find: '/scratch/network/exu': Permission denied
find: '/scratch/network/ey9070': Permission denied
find: '/scratch/network/eyao': Permission denied
find: '/scratch/network/eyerger': Permission denied
find: '/scratch/network/eyqian': Permission denied
find: '/scratch/network/eyxu': Permission denied
find: '/scratch/network/cm6268': Permission denied
find: '/scratch/network/ez9917': Permission denied
find: '/scratch/network/ezral': Permission denied
find: '/scratch/network/fabiodun': Permission denied
find: '/scratch/network/fackon': Permission denied
find: '/scratch/network/falves': Permission denied
find: '/scratch/network/fanc': Permission denied
find: '/scratch/network/kevinjp': Permission denied
find: '/scratch/network/fanyi': Permission denied
find: '/scratch/network/farsoiya': Permission denied
find: '/scratch/network/ea2385': Permission denied
find: '/scratch/network/fb9920': Permission denied
find: '/scratch/network/jw2682': Permission denied
find: '/scratch/network/fcastro': Permission denied
find: '/scratch/network/zl3304': Permission denied
find: '/scratch/network/re5984': Permission denied
find: '/scratch/network/fengyig': Permission denied
find: '/scratch/network/ee1637': Permission denied
find: '/scratch/network/ffabbri': Permission denied
find: '/scratch/network/fh6011': Permission denied
find: '/scratch/network/fhu': Permission denied
find: '/scratch/network/si1069': Permission denied
find: '/scratch/network/fidris': Permission denied
find: '/scratch/network/fi5735': Permission denied
find: '/scratch/network/fkayiwa': Permission denied
find: '/scratch/network/fkelemu': Permission denied
find: '/scratch/network/fl5293': Permission denied
find: '/scratch/network/floe': Permission denied
find: '/scratch/network/ct2102': Permission denied
find: '/scratch/network/floriane': Permission denied
find: '/scratch/network/fpalomba': Permission denied
find: '/scratch/network/cr2226': Permission denied
find: '/scratch/network/fqiu': Permission denied
find: '/scratch/network/fr1510': Permission denied
find: '/scratch/network/jp3591': Permission denied
find: '/scratch/network/fujiwara': Permission denied
find: '/scratch/network/ns7888': Permission denied
find: '/scratch/network/fv4': Permission denied
find: '/scratch/network/fy4182': Permission denied
find: '/scratch/network/fy6': Permission denied
find: '/scratch/network/ga6': Permission denied
find: '/scratch/network/gaoyuanw': Permission denied
find: '/scratch/network/ch1162': Permission denied
find: '/scratch/network/gb1683': Permission denied
find: '/scratch/network/gb5292': Permission denied
find: '/scratch/network/pl2726': Permission denied
find: '/scratch/network/gc0394': Permission denied
find: '/scratch/network/gc9421': Permission denied
find: '/scratch/network/sh2899': Permission denied
find: '/scratch/network/lb5715': Permission denied
find: '/scratch/network/gchua': Permission denied
find: '/scratch/network/gd9138': Permission denied
find: '/scratch/network/dl9481': Permission denied
find: '/scratch/network/gearhart': Permission denied
find: '/scratch/network/gelperin': Permission denied
find: '/scratch/network/gerardjb': Permission denied
find: '/scratch/network/gf6172': Permission denied
find: '/scratch/network/gf8651': Permission denied
find: '/scratch/network/gg2229': Permission denied
find: '/scratch/network/ggarze': Permission denied
find: '/scratch/network/gh3504': Permission denied
find: '/scratch/network/gh8705': Permission denied
find: '/scratch/network/kt3119': Permission denied
find: '/scratch/network/ghc2': Permission denied
find: '/scratch/network/aa9663': Permission denied
find: '/scratch/network/gih': Permission denied
find: '/scratch/network/dc0026': Permission denied
find: '/scratch/network/tt5726': Permission denied
find: '/scratch/network/et3223': Permission denied
find: '/scratch/network/gk3261': Permission denied
find: '/scratch/network/gj9295': Permission denied
find: '/scratch/network/gk7496': Permission denied
find: '/scratch/network/gl9102': Permission denied
find: '/scratch/network/glaevsky': Permission denied
find: '/scratch/network/bn1803': Permission denied
find: '/scratch/network/gllyons': Permission denied
find: '/scratch/network/ew1100': Permission denied
find: '/scratch/network/gm0796': Permission denied
find: '/scratch/network/ei8170': Permission denied
find: '/scratch/network/gn5970': Permission denied
find: '/scratch/network/gn7269': Permission denied
find: '/scratch/network/go3703': Permission denied
find: '/scratch/network/eg6340': Permission denied
find: '/scratch/network/jz9195': Permission denied
find: '/scratch/network/ah2861': Permission denied
find: '/scratch/network/ik0947': Permission denied
find: '/scratch/network/gpiccola': Permission denied
find: '/scratch/network/gr7610': Permission denied
find: '/scratch/network/graemem': Permission denied
find: '/scratch/network/ct9762': Permission denied
find: '/scratch/network/mg9715': Permission denied
find: '/scratch/network/kt9235': Permission denied
find: '/scratch/network/grj': Permission denied
find: '/scratch/network/groeder': Permission denied
find: '/scratch/network/gs5622': Permission denied
find: '/scratch/network/gs9021': Permission denied
find: '/scratch/network/ag7683': Permission denied
find: '/scratch/network/gsommers': Permission denied
find: '/scratch/network/ov8142': Permission denied
find: '/scratch/network/gt5781': Permission denied
find: '/scratch/network/gt6503': Permission denied
find: '/scratch/network/gw0717': Permission denied
find: '/scratch/network/gw4333': Permission denied
find: '/scratch/network/gk3039': Permission denied
find: '/scratch/network/gwilkie': Permission denied
find: '/scratch/network/haiminh': Permission denied
find: '/scratch/network/aw3483': Permission denied
find: '/scratch/network/ay3776': Permission denied
find: '/scratch/network/hakobyan': Permission denied
find: '/scratch/network/hajc': Permission denied
find: '/scratch/network/hammett': Permission denied
find: '/scratch/network/bw4534': Permission denied
find: '/scratch/network/haolunl': Permission denied
find: '/scratch/network/at5828': Permission denied
find: '/scratch/network/har': Permission denied
find: '/scratch/network/lr1151': Permission denied
find: '/scratch/network/rw8166': Permission denied
find: '/scratch/network/hastone': Permission denied
find: '/scratch/network/hb7778': Permission denied
find: '/scratch/network/hb3815': Permission denied
find: '/scratch/network/aw6963': Permission denied
find: '/scratch/network/bp3669': Permission denied
find: '/scratch/network/hc3060': Permission denied
find: '/scratch/network/hc7350': Permission denied
find: '/scratch/network/hc8719': Permission denied
find: '/scratch/network/hc9271': Permission denied
find: '/scratch/network/ld7948': Permission denied
find: '/scratch/network/hd0216': Permission denied
find: '/scratch/network/hd5234': Permission denied
find: '/scratch/network/tw8755': Permission denied
find: '/scratch/network/heceyhun': Permission denied
find: '/scratch/network/jw7893': Permission denied
find: '/scratch/network/hejazi': Permission denied
find: '/scratch/network/henryfs': Permission denied
find: '/scratch/network/hf6753': Permission denied
find: '/scratch/network/hf8585': Permission denied
find: '/scratch/network/dz3408': Permission denied
find: '/scratch/network/hg9046': Permission denied
find: '/scratch/network/hgrayer': Permission denied
find: '/scratch/network/bk2065': Permission denied
find: '/scratch/network/hh0424': Permission denied
find: '/scratch/network/hh0511': Permission denied
find: '/scratch/network/hh2288': Permission denied
find: '/scratch/network/ma7765': Permission denied
find: '/scratch/network/jm9095': Permission denied
find: '/scratch/network/hh9319': Permission denied
find: '/scratch/network/hichemb': Permission denied
find: '/scratch/network/jx5279': Permission denied
find: '/scratch/network/hj7265': Permission denied
find: '/scratch/network/hk1581': Permission denied
find: '/scratch/network/hk1715': Permission denied
find: '/scratch/network/hk4378': Permission denied
find: '/scratch/network/es7297': Permission denied
find: '/scratch/network/rs9856': Permission denied
find: '/scratch/network/at8681': Permission denied
find: '/scratch/network/hl8536': Permission denied
find: '/scratch/network/hm2595': Permission denied
find: '/scratch/network/hm6655': Permission denied
find: '/scratch/network/hm8163': Permission denied
find: '/scratch/network/jx9204': Permission denied
find: '/scratch/network/kp3411': Permission denied
find: '/scratch/network/as2601': Permission denied
find: '/scratch/network/hongxuan': Permission denied
find: '/scratch/network/honore': Permission denied
find: '/scratch/network/hp6068': Permission denied
find: '/scratch/network/bs2924': Permission denied
find: '/scratch/network/hq4324': Permission denied
find: '/scratch/network/kj5388': Permission denied
find: '/scratch/network/gy4937': Permission denied
find: '/scratch/network/hs0424': Permission denied
find: '/scratch/network/hs0753': Permission denied
find: '/scratch/network/sh3726': Permission denied
find: '/scratch/network/of4642': Permission denied
find: '/scratch/network/kc2390': Permission denied
find: '/scratch/network/hs6204': Permission denied
find: '/scratch/network/hs8617': Permission denied
find: '/scratch/network/hs8702': Permission denied
find: '/scratch/network/hsayed': Permission denied
find: '/scratch/network/hse': Permission denied
find: '/scratch/network/hshao': Permission denied
find: '/scratch/network/my4652': Permission denied
find: '/scratch/network/hsin': Permission denied
find: '/scratch/network/ht4556': Permission denied
find: '/scratch/network/ht7500': Permission denied
find: '/scratch/network/hu0294': Permission denied
find: '/scratch/network/bj9370': Permission denied
find: '/scratch/network/huichuan': Permission denied
find: '/scratch/network/huiyuan': Permission denied
find: '/scratch/network/ay9450': Permission denied
find: '/scratch/network/huston': Permission denied
find: '/scratch/network/huwsl': Permission denied
find: '/scratch/network/hv4691': Permission denied
find: '/scratch/network/hvalavi': Permission denied
find: '/scratch/network/hw0241': Permission denied
find: '/scratch/network/hw4948': Permission denied
find: '/scratch/network/hw5731': Permission denied
find: '/scratch/network/ey3722': Permission denied
find: '/scratch/network/hw8161': Permission denied
find: '/scratch/network/hx2004': Permission denied
find: '/scratch/network/hy5161': Permission denied
find: '/scratch/network/hy5678': Permission denied
find: '/scratch/network/hyen': Permission denied
find: '/scratch/network/ey9445': Permission denied
find: '/scratch/network/hz0567': Permission denied
find: '/scratch/network/hz0693': Permission denied
find: '/scratch/network/hz13': Permission denied
find: '/scratch/network/yt5232': Permission denied
find: '/scratch/network/sy6557': Permission denied
find: '/scratch/network/hz5303': Permission denied
find: '/scratch/network/ia3026': Permission denied
find: '/scratch/network/ib0574/for_john.tar.gz': Permission denied
find: '/scratch/network/iberwian': Permission denied
find: '/scratch/network/ib4602': Permission denied
find: '/scratch/network/id1983': Permission denied
find: '/scratch/network/xz0775': Permission denied
find: '/scratch/network/jl6003': Permission denied
find: '/scratch/network/yw1876': Permission denied
find: '/scratch/network/ih2422': Permission denied
find: '/scratch/network/ij9461': Permission denied
find: '/scratch/network/ik8': Permission denied
find: '/scratch/network/vo3261': Permission denied
find: '/scratch/network/br5936': Permission denied
find: '/scratch/network/ikaul': Permission denied
find: '/scratch/network/im4065': Permission denied
find: '/scratch/network/cg6972': Permission denied
find: '/scratch/network/hzalke': Permission denied
find: '/scratch/network/imdo': Permission denied
find: '/scratch/network/mz3770': Permission denied
find: '/scratch/network/bz2883': Permission denied
find: '/scratch/network/indup': Permission denied
find: '/scratch/network/yt5693': Permission denied
find: '/scratch/network/dz5430': Permission denied
find: '/scratch/network/sz7691': Permission denied
find: '/scratch/network/ip8725': Permission denied
find: '/scratch/network/ms3554': Permission denied
find: '/scratch/network/eh6323': Permission denied
find: '/scratch/network/is1893': Permission denied
find: '/scratch/network/is5280': Permission denied
find: '/scratch/network/isaacrc': Permission denied
find: '/scratch/network/ishitac': Permission denied
find: '/scratch/network/ut2671': Permission denied
find: '/scratch/network/it4770': Permission denied
find: '/scratch/network/it6': Permission denied
find: '/scratch/network/ivettep': Permission denied
find: '/scratch/network/iwahle': Permission denied
find: '/scratch/network/iywang': Permission denied
find: '/scratch/network/ja3397': Permission denied
find: '/scratch/network/ja6448': Permission denied
find: '/scratch/network/ja6813': Permission denied
find: '/scratch/network/em2195': Permission denied
find: '/scratch/network/rm7236': Permission denied
find: '/scratch/network/jacew': Permission denied
find: '/scratch/network/sm4463': Permission denied
find: '/scratch/network/ks2663': Permission denied
find: '/scratch/network/jaduol': Permission denied
find: '/scratch/network/jaeukk': Permission denied
find: '/scratch/network/aj2126': Permission denied
find: '/scratch/network/mm8810': Permission denied
find: '/scratch/network/jamalw': Permission denied
find: '/scratch/network/sm7260': Permission denied
find: '/scratch/network/cam19': Permission denied
find: '/scratch/network/yk3904': Permission denied
find: '/scratch/network/vm7365': Permission denied
find: '/scratch/network/janeec': Permission denied
find: '/scratch/network/kn1357': Permission denied
find: '/scratch/network/janiek': Permission denied
find: '/scratch/network/jl6134': Permission denied
find: '/scratch/network/jantony': Permission denied
find: '/scratch/network/ek7171': Permission denied
find: '/scratch/network/rm4411': Permission denied
find: '/scratch/network/javeda': Permission denied
find: '/scratch/network/jawaanl': Permission denied
find: '/scratch/network/jb0026': Permission denied
find: '/scratch/network/rm6982': Permission denied
find: '/scratch/network/jb0872': Permission denied
find: '/scratch/network/jb108': Permission denied
find: '/scratch/network/wn1279': Permission denied
find: '/scratch/network/jb1343': Permission denied
find: '/scratch/network/ao4010': Permission denied
find: '/scratch/network/jb5027': Permission denied
find: '/scratch/network/jb6': Permission denied
find: '/scratch/network/az1526': Permission denied
find: '/scratch/network/ip7983': Permission denied
find: '/scratch/network/jb9895': Permission denied
find: '/scratch/network/lp4566': Permission denied
find: '/scratch/network/jbbyers': Permission denied
find: '/scratch/network/jbg5': Permission denied
find: '/scratch/network/al6348': Permission denied
find: '/scratch/network/jbreda': Permission denied
find: '/scratch/network/ep0148': Permission denied
find: '/scratch/network/jbs': Permission denied
find: '/scratch/network/jp5337': Permission denied
find: '/scratch/network/jc0413': Permission denied
find: '/scratch/network/jc0949': Permission denied
find: '/scratch/network/jc117': Permission denied
find: '/scratch/network/vk3215': Permission denied
find: '/scratch/network/ep0596': Permission denied
find: '/scratch/network/jc2822': Permission denied
find: '/scratch/network/jc5051': Permission denied
find: '/scratch/network/jc5485': Permission denied
find: '/scratch/network/jc5547': Permission denied
find: '/scratch/network/jc5933': Permission denied
find: '/scratch/network/jc6991': Permission denied
find: '/scratch/network/jc7078': Permission denied
find: '/scratch/network/jc9154': Permission denied
find: '/scratch/network/jc9442': Permission denied
find: '/scratch/network/jc95': Permission denied
find: '/scratch/network/jc9880': Permission denied
find: '/scratch/network/jcmatese': Permission denied
find: '/scratch/network/ap0760': Permission denied
find: '/scratch/network/jcopley': Permission denied
find: '/scratch/network/jcors': Permission denied
find: '/scratch/network/eq1905': Permission denied
find: '/scratch/network/jd1135': Permission denied
find: '/scratch/network/jd2235': Permission denied
find: '/scratch/network/jd2371': Permission denied
find: '/scratch/network/jd3728': Permission denied
find: '/scratch/network/mr4472': Permission denied
find: '/scratch/network/jd6157': Permission denied
find: '/scratch/network/jd8033': Permission denied
find: '/scratch/network/dk9781': Permission denied
find: '/scratch/network/bl0919': Permission denied
find: '/scratch/network/jdarring': Permission denied
find: '/scratch/network/jdcortez': Permission denied
find: '/scratch/network/lr9452': Permission denied
find: '/scratch/network/ay4616': Permission denied
find: '/scratch/network/jk8607': Permission denied
find: '/scratch/network/as0071': Permission denied
find: '/scratch/network/jdsimon': Permission denied
find: '/scratch/network/je2468': Permission denied
find: '/scratch/network/je2541': Permission denied
find: '/scratch/network/je6269': Permission denied
find: '/scratch/network/jennaal': Permission denied
find: '/scratch/network/jenuwine': Permission denied
find: '/scratch/network/jepayne': Permission denied
find: '/scratch/network/jeremyjc': Permission denied
find: '/scratch/network/rs3216': Permission denied
find: '/scratch/network/jessear': Permission denied
find: '/scratch/network/ac0954': Permission denied
find: '/scratch/network/jf1360': Permission denied
find: '/scratch/network/am9487': Permission denied
find: '/scratch/network/jf38': Permission denied
find: '/scratch/network/jf42': Permission denied
find: '/scratch/network/jfisac': Permission denied
find: '/scratch/network/jf4788': Permission denied
find: '/scratch/network/ms1438': Permission denied
find: '/scratch/network/jg0428': Permission denied
find: '/scratch/network/ks6069': Permission denied
find: '/scratch/network/jg2046': Permission denied
find: '/scratch/network/jg2885': Permission denied
find: '/scratch/network/jg3607': Permission denied
find: '/scratch/network/jg5510': Permission denied
find: '/scratch/network/jg5300': Permission denied
find: '/scratch/network/jg5846': Permission denied
find: '/scratch/network/jg6005': Permission denied
find: '/scratch/network/jg75': Permission denied
find: '/scratch/network/ao5729': Permission denied
find: '/scratch/network/jgadd': Permission denied
find: '/scratch/network/jgager': Permission denied
find: '/scratch/network/jg9412': Permission denied
find: '/scratch/network/ss6363': Permission denied
find: '/scratch/network/jglopez': Permission denied
find: '/scratch/network/ms3113': Permission denied
find: '/scratch/network/mf1395': Permission denied
find: '/scratch/network/jh4472': Permission denied
find: '/scratch/network/lj7885': Permission denied
find: '/scratch/network/jh6959': Permission denied
find: '/scratch/network/jh7479': Permission denied
find: '/scratch/network/ls0757': Permission denied
find: '/scratch/network/jh9211': Permission denied
find: '/scratch/network/jd9986': Permission denied
find: '/scratch/network/al3544': Permission denied
find: '/scratch/network/rs3270': Permission denied
find: '/scratch/network/jhl7': Permission denied
find: '/scratch/network/jiachenl': Permission denied
find: '/scratch/network/jhomann': Permission denied
find: '/scratch/network/jialing': Permission denied
find: '/scratch/network/jiarongw': Permission denied
find: '/scratch/network/aa6885': Permission denied
find: '/scratch/network/jiaweim': Permission denied
find: '/scratch/network/jiaxuanl': Permission denied
find: '/scratch/network/jierus': Permission denied
find: '/scratch/network/jiayih': Permission denied
find: '/scratch/network/jihyej': Permission denied
find: '/scratch/network/jikaih': Permission denied
find: '/scratch/network/jinchen': Permission denied
find: '/scratch/network/jimorris': Permission denied
find: '/scratch/network/as6061': Permission denied
find: '/scratch/network/jinheep': Permission denied
find: '/scratch/network/jinjinc': Permission denied
find: '/scratch/network/as0655': Permission denied
find: '/scratch/network/xg3412': Permission denied
find: '/scratch/network/ac1614': Permission denied
find: '/scratch/network/jiwonlee': Permission denied
find: '/scratch/network/jj2075': Permission denied
find: '/scratch/network/jj6815': Permission denied
find: '/scratch/network/an8303': Permission denied
find: '/scratch/network/mm1234': Permission denied
find: '/scratch/network/jjmason': Permission denied
find: '/scratch/network/jjuno': Permission denied
find: '/scratch/network/ep5767': Permission denied
find: '/scratch/network/gs9515': Permission denied
find: '/scratch/network/yz7130': Permission denied
find: '/scratch/network/jk7240': Permission denied
find: '/scratch/network/jk9808': Permission denied
find: '/scratch/network/ms8236': Permission denied
find: '/scratch/network/jkastl': Permission denied
find: '/scratch/network/gl1480': Permission denied
find: '/scratch/network/jz8197': Permission denied
find: '/scratch/network/ac5961': Permission denied
find: '/scratch/network/jkosie': Permission denied
find: '/scratch/network/jl0095': Permission denied
find: '/scratch/network/ii1304': Permission denied
find: '/scratch/network/jl101': Permission denied
find: '/scratch/network/jl103': Permission denied
find: '/scratch/network/av7847': Permission denied
find: '/scratch/network/yj9759': Permission denied
find: '/scratch/network/jl1543': Permission denied
find: '/scratch/network/jl1606': Permission denied
find: '/scratch/network/dk9930': Permission denied
find: '/scratch/network/jl4069': Permission denied
find: '/scratch/network/jl50': Permission denied
find: '/scratch/network/jl8178': Permission denied
find: '/scratch/network/im2448': Permission denied
find: '/scratch/network/jl9926': Permission denied
find: '/scratch/network/aa7603': Permission denied
find: '/scratch/network/kc2363': Permission denied
find: '/scratch/network/jlidard': Permission denied
find: '/scratch/network/as4716': Permission denied
find: '/scratch/network/jll4': Permission denied
find: '/scratch/network/jlzung': Permission denied
find: '/scratch/network/fc1786': Permission denied
find: '/scratch/network/jm2543': Permission denied
find: '/scratch/network/jm2904': Permission denied
find: '/scratch/network/jm4437': Permission denied
find: '/scratch/network/jm7048': Permission denied
find: '/scratch/network/jm7732': Permission denied
find: '/scratch/network/jm92': Permission denied
find: '/scratch/network/jmasis': Permission denied
find: '/scratch/network/rc6542': Permission denied
find: '/scratch/network/jmig': Permission denied
find: '/scratch/network/jmohajan': Permission denied
find: '/scratch/network/oc8825': Permission denied
find: '/scratch/network/ac4905': Permission denied
find: '/scratch/network/jmstone': Permission denied
find: '/scratch/network/jn6239': Permission denied
find: '/scratch/network/jn5830': Permission denied
find: '/scratch/network/jn7504': Permission denied
find: '/scratch/network/sd0937': Permission denied
find: '/scratch/network/br1176': Permission denied
find: '/scratch/network/aa0860': Permission denied
find: '/scratch/network/cc9830': Permission denied
find: '/scratch/network/jo5664': Permission denied
find: '/scratch/network/jo6038': Permission denied
find: '/scratch/network/sc4078': Permission denied
find: '/scratch/network/joeloa': Permission denied
find: '/scratch/network/johannam': Permission denied
find: '/scratch/network/johnbp': Permission denied
find: '/scratch/network/ac4820': Permission denied
find: '/scratch/network/ls1831': Permission denied
find: '/scratch/network/jc3311': Permission denied
find: '/scratch/network/ax0414': Permission denied
find: '/scratch/network/josephck': Permission denied
find: '/scratch/network/joshuacl': Permission denied
find: '/scratch/network/nd7217': Permission denied
find: '/scratch/network/joshuayz': Permission denied
find: '/scratch/network/jp1381': Permission denied
find: '/scratch/network/jp3025': Permission denied
find: '/scratch/network/jp49': Permission denied
find: '/scratch/network/jp5362': Permission denied
find: '/scratch/network/jp7427': Permission denied
find: '/scratch/network/jp8732': Permission denied
find: '/scratch/network/ad1738': Permission denied
find: '/scratch/network/jq3919': Permission denied
find: '/scratch/network/jq7140': Permission denied
find: '/scratch/network/jr2593': Permission denied
find: '/scratch/network/jr67': Permission denied
find: '/scratch/network/tb7031': Permission denied
find: '/scratch/network/jd6397': Permission denied
find: '/scratch/network/jrc6': Permission denied
find: '/scratch/network/hd9848': Permission denied
find: '/scratch/network/jrexer': Permission denied
find: '/scratch/network/jrfenton': Permission denied
find: '/scratch/network/jrg5': Permission denied
find: '/scratch/network/jrtucker': Permission denied
find: '/scratch/network/rb9426': Permission denied
find: '/scratch/network/ad7092': Permission denied
find: '/scratch/network/js121': Permission denied
find: '/scratch/network/js1998': Permission denied
find: '/scratch/network/de1809': Permission denied
find: '/scratch/network/js3681': Permission denied
find: '/scratch/network/ns8467': Permission denied
find: '/scratch/network/sg8409': Permission denied
find: '/scratch/network/js7501': Permission denied
find: '/scratch/network/js5013': Permission denied
find: '/scratch/network/js7824': Permission denied
find: '/scratch/network/ac9406': Permission denied
find: '/scratch/network/cg6410': Permission denied
find: '/scratch/network/jsilpe': Permission denied
find: '/scratch/network/jsachdev': Permission denied
find: '/scratch/network/jsmith': Permission denied
find: '/scratch/network/jsotoj': Permission denied
find: '/scratch/network/jsouza': Permission denied
find: '/scratch/network/jsw7': Permission denied
find: '/scratch/network/jt0354': Permission denied
find: '/scratch/network/jt1065': Permission denied
find: '/scratch/network/jt8307': Permission denied
find: '/scratch/network/lf3319': Permission denied
find: '/scratch/network/jtuyls': Permission denied
find: '/scratch/network/mt2585': Permission denied
find: '/scratch/network/pa6741': Permission denied
find: '/scratch/network/ec1127': Permission denied
find: '/scratch/network/juhyunp': Permission denied
find: '/scratch/network/ky0961': Permission denied
find: '/scratch/network/ac1180': Permission denied
find: '/scratch/network/ah0952': Permission denied
find: '/scratch/network/jv2474': Permission denied
find: '/scratch/network/jv6139': Permission denied
find: '/scratch/network/lw3319': Permission denied
find: '/scratch/network/jv8782': Permission denied
find: '/scratch/network/jw0769': Permission denied
find: '/scratch/network/mp1532': Permission denied
find: '/scratch/network/ia9776': Permission denied
find: '/scratch/network/yw1730': Permission denied
find: '/scratch/network/fh2283': Permission denied
find: '/scratch/network/jw3522': Permission denied
find: '/scratch/network/jw4406': Permission denied
find: '/scratch/network/eh1994': Permission denied
find: '/scratch/network/jw64': Permission denied
find: '/scratch/network/sv1988': Permission denied
find: '/scratch/network/jw73': Permission denied
find: '/scratch/network/jw9239': Permission denied
find: '/scratch/network/jw8102': Permission denied
find: '/scratch/network/jw9717': Permission denied
find: '/scratch/network/jw9984': Permission denied
find: '/scratch/network/sw4345': Permission denied
find: '/scratch/network/jwiggins': Permission denied
find: '/scratch/network/ap8022': Permission denied
find: '/scratch/network/sh3735': Permission denied
find: '/scratch/network/jx0800': Permission denied
find: '/scratch/network/yh7649': Permission denied
find: '/scratch/network/jy0246': Permission denied
find: '/scratch/network/ra9010': Permission denied
find: '/scratch/network/eh5775': Permission denied
find: '/scratch/network/ek8842': Permission denied
find: '/scratch/network/gc7666': Permission denied
find: '/scratch/network/kh8407': Permission denied
find: '/scratch/network/jz0110': Permission denied
find: '/scratch/network/jz1108': Permission denied
find: '/scratch/network/jz1841': Permission denied
find: '/scratch/network/jz4267': Permission denied
find: '/scratch/network/jz6521': Permission denied
find: '/scratch/network/jz4391': Permission denied
find: '/scratch/network/jz8939': Permission denied
find: '/scratch/network/wh6192': Permission denied
find: '/scratch/network/jzpeng': Permission denied
find: '/scratch/network/rh7277': Permission denied
find: '/scratch/network/kabbey': Permission denied
find: '/scratch/network/cg6622': Permission denied
find: '/scratch/network/ic0115': Permission denied
find: '/scratch/network/jh3558': Permission denied
find: '/scratch/network/kaifengx': Permission denied
find: '/scratch/network/mt7552': Permission denied
find: '/scratch/network/kaiqianz': Permission denied
find: '/scratch/network/aj4185': Permission denied
find: '/scratch/network/kaiqij': Permission denied
find: '/scratch/network/sv2954': Permission denied
find: '/scratch/network/js4666': Permission denied
find: '/scratch/network/jc3496': Permission denied
find: '/scratch/network/sj8963': Permission denied
find: '/scratch/network/kapstein': Permission denied
find: '/scratch/network/karahan': Permission denied
find: '/scratch/network/wg8165': Permission denied
find: '/scratch/network/karthikn': Permission denied
find: '/scratch/network/hw3272': Permission denied
find: '/scratch/network/ri8992': Permission denied
find: '/scratch/network/wc9403': Permission denied
find: '/scratch/network/kayisi': Permission denied
find: '/scratch/network/cm6550': Permission denied
find: '/scratch/network/kb4951': Permission denied
find: '/scratch/network/sa6588': Permission denied
find: '/scratch/network/kb9558': Permission denied
find: '/scratch/network/kb9748': Permission denied
